user_id,difficulty,correct,response_time
user_000,1,1,55.83431410569696
user_000,1,1,45.62497045771864
user_000,1,1,61.589757463264874
user_000,1,1,49.834874364193105
user_000,1,1,24.800300017900444
user_000,1,1,36.94552734493589
user_000,1,0,65.53000232906587
user_000,1,1,28.713000890709097
user_000,1,1,55.08791296618191
user_000,1,1,65.10365697567494
user_000,2,0,51.475688115092865
user_000,2,1,103.90304955773443
user_000,2,0,118.56310606558286
user_000,2,1,54.09269769202259
user_000,2,1,64.41902297854756
user_000,2,1,81.18748649683947
user_000,2,0,124.91805240237173
user_000,2,0,68.80495918269544
user_000,2,0,96.9193027948701
user_000,2,0,79.18990172805532
user_000,3,0,83.6428359226403
user_000,3,0,59.63389157778725
user_000,3,1,79.8059947206612
user_000,3,1,79.8613334466524
user_000,3,0,173.36790140769259
user_000,3,0,130.75287085290108
user_000,3,1,89.0822445280017
user_000,3,1,104.465581213298
user_000,3,0,82.27484873141724
user_000,3,1,145.8852226144133
user_001,1,1,47.47404458454481
user_001,1,0,45.88976745708883
user_001,1,1,58.34570224738186
user_001,1,0,38.23437613036827
user_001,1,1,54.31119669042153
user_001,1,0,47.80934514693663
user_001,1,1,66.62309976919622
user_001,1,1,85.70458843309451
user_001,1,1,57.51572079372195
user_001,1,1,60.11309087994772
user_001,2,0,100.63485416123898
user_001,2,0,50.8526926124219
user_001,2,1,71.11246465156057
user_001,2,1,103.14694893219968
user_001,2,0,116.18371739249919
user_001,2,1,100.68350034736021
user_001,2,0,128.08258509553207
user_001,2,1,66.38522557753679
user_001,2,1,113.71919399447748
user_001,2,0,81.98141244887167
user_001,3,0,62.04392761278329
user_001,3,1,42.245587582277075
user_001,3,0,121.40467715994275
user_001,3,0,99.88475581406666
user_001,3,0,197.37122258450233
user_001,3,0,115.44846704869066
user_001,3,1,94.7328362925957
user_001,3,0,110.77954989505152
user_001,3,1,93.34547548292714
user_001,3,0,76.92586237188209
user_002,1,1,59.75774091635266
user_002,1,1,46.869496058984296
user_002,1,1,76.73182247147541
user_002,1,1,109.84346714562491
user_002,1,1,53.178047337474965
user_002,1,1,93.68581653815244
user_002,1,1,37.79321715591556
user_002,1,1,79.25216941494006
user_002,1,1,63.78605755551252
user_002,1,1,69.32092584124607
user_002,2,1,120.66147154082147
user_002,2,1,93.76779055605019
user_002,2,1,55.24718031961931
user_002,2,1,104.6840725196388
user_002,2,1,98.56684956825332
user_002,2,1,77.26914657062734
user_002,2,0,80.97888688581767
user_002,2,1,107.28392671604203
user_002,2,1,90.01931210983624
user_002,2,0,75.23130820464698
user_002,3,0,113.93190835297516
user_002,3,0,80.864371858619
user_002,3,1,87.73209320806487
user_002,3,1,109.67085051396481
user_002,3,1,107.96325798318077
user_002,3,0,116.67461923251123
user_002,3,0,109.09269117214562
user_002,3,0,76.11357430150878
user_002,3,0,173.08227892991727
user_002,3,1,154.58364235781468
user_003,1,0,58.97919245260875
user_003,1,1,46.0966952498544
user_003,1,0,70.65309888974147
user_003,1,1,68.00846330126022
user_003,1,1,79.18436762144766
user_003,1,1,63.20130172166175
user_003,1,0,48.22683889249745
user_003,1,1,62.466144075865344
user_003,1,1,29.749985399367834
user_003,1,1,47.11565957422623
user_003,2,0,129.0525460556428
user_003,2,0,52.55685451314236
user_003,2,0,45.783286186705716
user_003,2,1,69.39306730860628
user_003,2,1,69.82952794242513
user_003,2,0,98.53310636421452
user_003,2,1,81.71591161496768
user_003,2,0,75.5499956659858
user_003,2,1,47.10256820759653
user_003,2,1,76.02134044857397
user_003,3,0,79.24985259146186
user_003,3,0,122.5423593462109
user_003,3,0,99.71852477466419
user_003,3,0,48.14966515124421
user_003,3,0,144.8957069498715
user_003,3,1,34.094790509649286
user_003,3,0,71.20256144188338
user_003,3,0,102.27053107264078
user_003,3,0,94.26573204911239
user_003,3,1,114.82385522730185
user_004,1,1,43.1049197553498
user_004,1,1,41.06803592383626
user_004,1,1,48.10071635848555
user_004,1,1,78.5506699530368
user_004,1,1,35.953686678366516
user_004,1,1,51.71658998882697
user_004,1,1,55.82587569816448
user_004,1,0,53.44300686677567
user_004,1,0,43.5354582787066
user_004,1,1,45.77086185544422
user_004,2,0,69.72841293744496
user_004,2,1,72.65254588742597
user_004,2,1,39.9436925592998
user_004,2,1,86.30981993050291
user_004,2,0,81.89547659581481
user_004,2,1,94.5156577345024
user_004,2,0,42.61888389210515
user_004,2,1,79.31777087090002
user_004,2,0,70.33285037988045
user_004,2,0,76.43164014910279
user_004,3,0,89.15274918954825
user_004,3,0,106.79814206463098
user_004,3,1,78.84027961072918
user_004,3,1,97.27814380902255
user_004,3,0,58.47125727391046
user_004,3,1,85.17293666881345
user_004,3,0,86.45523249670892
user_004,3,1,46.2534480914139
user_004,3,1,98.11911450255174
user_004,3,1,105.18067473575796
user_005,1,1,46.114791139739616
user_005,1,1,64.0508946844339
user_005,1,0,76.16135034047421
user_005,1,1,92.74527755694754
user_005,1,1,35.55715980638589
user_005,1,1,60.43795448651371
user_005,1,1,53.49012529354613
user_005,1,0,50.81258652300352
user_005,1,0,35.56756794360952
user_005,1,0,51.26043379685559
user_005,2,1,37.363334278215305
user_005,2,0,69.32074631487184
user_005,2,1,44.908408901070445
user_005,2,0,63.297385366177636
user_005,2,1,98.64252840279468
user_005,2,1,60.258236629448795
user_005,2,0,41.68154574532717
user_005,2,1,79.74221839675029
user_005,2,1,59.29816374822888
user_005,2,0,133.46753161010403
user_005,3,1,60.1283629627763
user_005,3,0,224.5171652204971
user_005,3,1,80.75860785049642
user_005,3,0,79.75132951129248
user_005,3,1,62.84450949704783
user_005,3,0,107.03287644283807
user_005,3,0,49.8269329413792
user_005,3,1,104.16353455800683
user_005,3,1,123.79738809512654
user_005,3,0,65.46710143395612
user_006,1,0,97.84786246004556
user_006,1,1,46.867477772862465
user_006,1,1,54.873732420876685
user_006,1,1,36.39076372918949
user_006,1,1,57.53424804785995
user_006,1,1,69.19006904075378
user_006,1,1,41.54975965212068
user_006,1,1,63.71626914939273
user_006,1,0,67.8660562580295
user_006,1,1,74.62675453910185
user_006,2,1,84.79577315290153
user_006,2,1,123.72757917037194
user_006,2,1,58.74752258747807
user_006,2,0,95.50053129499032
user_006,2,0,68.4605846303478
user_006,2,1,93.55278536380608
user_006,2,1,87.92854667036953
user_006,2,1,67.64698931732092
user_006,2,1,82.93644245996084
user_006,2,1,67.2010711120205
user_006,3,0,195.03630702233878
user_006,3,1,134.6184556532518
user_006,3,1,196.62578082883033
user_006,3,1,84.69380265631733
user_006,3,0,66.26028304960309
user_006,3,1,122.7595027397072
user_006,3,1,123.59588240041597
user_006,3,1,137.37789584428128
user_006,3,1,137.64980963111782
user_006,3,1,191.3562388163042
user_007,1,1,70.26236957498365
user_007,1,0,41.342363356338424
user_007,1,1,37.210797699886534
user_007,1,1,100.81919232616394
user_007,1,1,56.5861998468166
user_007,1,1,85.31210578027299
user_007,1,1,44.10010901349234
user_007,1,1,69.53698266137759
user_007,1,1,43.96018625125448
user_007,1,1,27.52188372747373
user_007,2,1,113.8585032351456
user_007,2,0,56.41448019841491
user_007,2,1,54.47178060130421
user_007,2,1,77.98802454361197
user_007,2,1,78.465180100638
user_007,2,1,87.84063235975239
user_007,2,1,90.98718280985624
user_007,2,1,62.89404970058616
user_007,2,1,54.721657246436585
user_007,2,0,118.93656838130617
user_007,3,0,135.34199558356042
user_007,3,1,73.12508623298494
user_007,3,0,65.17863305092463
user_007,3,0,93.54613736789342
user_007,3,0,70.48122349335853
user_007,3,1,92.56509323987444
user_007,3,0,132.49783290649597
user_007,3,1,99.88245777800563
user_007,3,1,148.83134673761094
user_007,3,0,95.42786966568146
user_008,1,1,73.89966183226582
user_008,1,1,46.337160699845334
user_008,1,0,25.703306319707377
user_008,1,1,59.732284996045955
user_008,1,0,29.935022452808912
user_008,1,1,44.412023003103656
user_008,1,1,25.1985783860697
user_008,1,0,52.80566829405835
user_008,1,1,56.05222337639363
user_008,1,0,62.60514349191761
user_008,2,1,47.32122505441332
user_008,2,0,56.86038188545761
user_008,2,0,68.93035442141284
user_008,2,0,89.882214592307
user_008,2,0,81.57873415611728
user_008,2,0,56.48055622735287
user_008,2,1,104.72589546573795
user_008,2,0,47.85325556014586
user_008,2,0,83.82746763499583
user_008,2,0,59.35119381959857
user_008,3,1,126.32873790172765
user_008,3,1,82.39850059735389
user_008,3,0,240.4528151421864
user_008,3,0,109.78461802432922
user_008,3,1,151.7525734348102
user_008,3,0,172.86556156742614
user_008,3,0,90.9270426047492
user_008,3,1,95.03335623097776
user_008,3,1,146.49539883022072
user_008,3,0,101.01098270225991
user_009,1,0,37.02519980384278
user_009,1,1,30.754682053824357
user_009,1,1,53.5970310462201
user_009,1,0,42.38121185181489
user_009,1,1,63.56829180853238
user_009,1,1,43.94283950561573
user_009,1,0,86.61951815881663
user_009,1,1,38.42172166424809
user_009,1,1,34.43860516918299
user_009,1,1,48.23672924528186
user_009,2,1,88.12527842011568
user_009,2,0,93.35657001534122
user_009,2,1,73.59822286353264
user_009,2,0,126.54401775267223
user_009,2,0,71.18370105862053
user_009,2,0,65.65325798508157
user_009,2,1,80.29888532932496
user_009,2,0,51.28476518040711
user_009,2,0,99.67390599014593
user_009,2,1,105.80318520123717
user_009,3,1,98.34859332859487
user_009,3,0,70.0581063690024
user_009,3,0,100.47222005006644
user_009,3,1,161.43144894336274
user_009,3,1,111.03171702780108
user_009,3,0,119.86368575924938
user_009,3,1,126.70373155798615
user_009,3,1,66.24054976380586
user_009,3,0,87.7735980269417
user_009,3,0,115.84873653500594
user_010,1,1,37.33473848022706
user_010,1,1,82.46969253302287
user_010,1,1,38.04722459407411
user_010,1,1,49.18697071547882
user_010,1,1,81.39232841259582
user_010,1,1,55.30268360663347
user_010,1,1,60.9957169750311
user_010,1,1,105.25836051161312
user_010,1,0,76.78082080998911
user_010,1,0,56.21145686705532
user_010,2,0,51.184469262609916
user_010,2,0,111.77562495618713
user_010,2,0,80.87238485477671
user_010,2,0,76.60505241443697
user_010,2,1,82.52085253551927
user_010,2,1,73.82512666257139
user_010,2,1,67.28711324385435
user_010,2,0,71.69502188957031
user_010,2,0,69.49973928761555
user_010,2,0,61.49713591475564
user_010,3,1,129.67933660282495
user_010,3,0,135.23008861131106
user_010,3,0,99.9638911805895
user_010,3,0,201.2234896048748
user_010,3,1,160.32808473474563
user_010,3,0,128.81813870685514
user_010,3,1,140.76101885278393
user_010,3,0,72.63399333266615
user_010,3,0,155.0349024989672
user_010,3,0,88.31365395885436
user_011,1,0,96.73906141164179
user_011,1,1,131.36991931522388
user_011,1,0,114.26306443485959
user_011,1,1,68.2546515593239
user_011,1,1,71.57199240023495
user_011,1,1,72.96562359978297
user_011,1,1,51.408792600319316
user_011,1,1,66.85761828881054
user_011,1,0,44.33939475045657
user_011,1,0,95.89799331100298
user_011,2,1,101.54723939113303
user_011,2,1,119.45942919206142
user_011,2,1,82.71408360738472
user_011,2,0,70.52433233084341
user_011,2,0,55.13732898110287
user_011,2,1,66.80070306637995
user_011,2,1,78.11790103708995
user_011,2,0,102.57266694793208
user_011,2,0,91.68983582811437
user_011,2,1,87.57524233564564
user_011,3,1,130.61254916789463
user_011,3,0,101.95630791336251
user_011,3,0,130.7269340540482
user_011,3,1,113.25463962062939
user_011,3,0,111.63928706201796
user_011,3,1,84.93141091026898
user_011,3,0,95.37420449489655
user_011,3,0,60.3191788698647
user_011,3,1,81.49873990739306
user_011,3,0,145.52873776182844
user_012,1,1,49.48511998461428
user_012,1,1,69.81686777307675
user_012,1,1,48.24878861848926
user_012,1,0,81.06120440621926
user_012,1,0,71.44396570671786
user_012,1,1,42.96826802300793
user_012,1,1,82.70763048841371
user_012,1,1,91.07578398655045
user_012,1,1,48.58164991908982
user_012,1,1,57.64823756109835
user_012,2,1,65.7431006540033
user_012,2,1,114.12959117221317
user_012,2,1,89.60836591130818
user_012,2,0,89.42752296470746
user_012,2,1,46.76688716606936
user_012,2,0,85.04056856017611
user_012,2,1,132.31617003298774
user_012,2,1,172.37370797414243
user_012,2,1,130.85294277062982
user_012,2,1,115.1754497427165
user_012,3,0,99.74094036495178
user_012,3,1,96.01963268044231
user_012,3,1,93.13557860550127
user_012,3,1,104.15685190835623
user_012,3,0,101.2304734366569
user_012,3,1,140.00212778148503
user_012,3,1,74.03586757915728
user_012,3,0,103.1818741082989
user_012,3,1,64.55078592521498
user_012,3,1,150.8486404784472
user_013,1,1,56.27071173137395
user_013,1,0,104.85624932967289
user_013,1,0,77.68140467559648
user_013,1,1,35.25346911424706
user_013,1,1,41.94337902690829
user_013,1,0,55.733313641882624
user_013,1,1,122.82543493848834
user_013,1,0,47.35024179897452
user_013,1,1,66.53514685778734
user_013,1,1,86.06976418305835
user_013,2,1,133.03638646331498
user_013,2,0,85.83963545856845
user_013,2,0,65.6307536052687
user_013,2,1,89.21399758519316
user_013,2,1,120.34327840345644
user_013,2,1,109.59129782289091
user_013,2,0,52.30728584962007
user_013,2,1,55.75356963909473
user_013,2,1,57.58773979422318
user_013,2,0,121.83734929013308
user_013,3,1,79.77152856400775
user_013,3,1,77.25639275212639
user_013,3,0,119.67360817995375
user_013,3,0,156.09564292321832
user_013,3,0,187.21286681431647
user_013,3,1,81.01873170294448
user_013,3,1,222.78766818127616
user_013,3,0,66.67646512002136
user_013,3,1,100.19773693138198
user_013,3,0,137.8950839693473
user_014,1,1,37.67504027897734
user_014,1,1,47.546504311910255
user_014,1,0,45.41558777342351
user_014,1,0,21.965592729887657
user_014,1,0,31.33603276835857
user_014,1,0,51.14592719513994
user_014,1,0,41.98632772551932
user_014,1,0,40.13169672470239
user_014,1,1,45.505144380581754
user_014,1,1,76.71564685223595
user_014,2,0,101.22871630041531
user_014,2,1,36.62906878595826
user_014,2,1,94.53269733341848
user_014,2,1,53.29378218954576
user_014,2,1,126.66640074559278
user_014,2,0,54.17264643732363
user_014,2,1,90.84327389184482
user_014,2,0,65.2058958977794
user_014,2,0,83.87972379520286
user_014,2,0,66.02827379238119
user_014,3,0,67.09887226505546
user_014,3,1,75.3237710934246
user_014,3,0,56.41824846715558
user_014,3,0,134.52508316486788
user_014,3,0,121.69246417453768
user_014,3,1,104.98565456912846
user_014,3,0,107.44446664776144
user_014,3,0,72.04532604016855
user_014,3,0,101.40512715509438
user_014,3,1,79.97532527758425
user_015,1,0,91.89868439916577
user_015,1,0,55.57013802263396
user_015,1,1,39.561067381076604
user_015,1,1,44.44678502047896
user_015,1,1,48.75716547815098
user_015,1,0,43.52574168581566
user_015,1,0,36.53584370514045
user_015,1,0,56.62833497956202
user_015,1,1,63.6473287918889
user_015,1,0,65.39176261308094
user_015,2,1,87.0463187769363
user_015,2,1,52.48566188611481
user_015,2,1,87.16001782122918
user_015,2,1,87.03981569765683
user_015,2,0,81.63840500310343
user_015,2,1,95.88786685191057
user_015,2,1,57.39707618617913
user_015,2,1,64.20430627406438
user_015,2,1,92.8637602511152
user_015,2,1,69.26605333955669
user_015,3,0,77.03913662148062
user_015,3,0,100.97671605523554
user_015,3,0,136.9616676766469
user_015,3,1,75.32405414962756
user_015,3,0,172.6656031373962
user_015,3,1,73.20999631720319
user_015,3,0,88.5525289552742
user_015,3,0,147.36951378537393
user_015,3,0,92.53995619934054
user_015,3,0,124.20543774294568
user_016,1,0,36.7456399872782
user_016,1,1,48.91078166223694
user_016,1,0,58.76246606035644
user_016,1,0,35.43241416104236
user_016,1,1,38.361903254379904
user_016,1,1,69.89383200401232
user_016,1,0,51.82519035062678
user_016,1,0,48.644793556446864
user_016,1,1,49.51326184183022
user_016,1,1,96.943738098055
user_016,2,0,107.82811415087943
user_016,2,1,97.09573211437085
user_016,2,1,77.7814170721039
user_016,2,0,50.07121327250502
user_016,2,0,80.20042256824784
user_016,2,1,72.65459756824163
