user_id,difficulty,correct,response_time
user_000,1,1,38.5470787430179
user_000,1,1,37.51411984351866
user_000,1,0,56.33245638306319
user_000,1,1,35.491323729829205
user_000,1,1,97.79213078768358
user_000,1,1,48.53855799511484
user_000,1,1,81.28095124179723
user_000,1,1,31.43937444096978
user_000,1,1,24.981076699813606
user_000,1,1,40.927037436666275
user_000,2,0,82.06136986809656
user_000,2,0,75.23982859064911
user_000,2,1,60.942260696492035
user_000,2,1,81.69023412103405
user_000,2,1,67.46257663155687
user_000,2,1,51.11428020902626
user_000,2,0,122.53457169218383
user_000,2,1,35.11375321828526
user_000,2,1,78.50916718833577
user_000,2,1,73.81389678862274
user_000,3,1,96.70746135997534
user_000,3,1,130.28957739877984
user_000,3,1,69.13125604299319
user_000,3,0,68.16385359863912
user_000,3,0,130.40343093504669
user_000,3,1,113.59408646511584
user_000,3,0,147.84598231477426
user_000,3,1,88.95893334483887
user_000,3,0,88.11794037669846
user_000,3,1,125.71367141692511
user_001,1,1,80.56218658223439
user_001,1,0,38.26979995176995
user_001,1,1,101.9816085562162
user_001,1,1,47.39793735052912
user_001,1,1,58.41813879655159
user_001,1,1,64.875099173164
user_001,1,1,75.49597951399285
user_001,1,0,68.2310488214167
user_001,1,1,55.89914489410264
user_001,1,1,68.01042881964935
user_001,2,0,69.85230915701081
user_001,2,0,65.96303787045481
user_001,2,0,79.05781993820904
user_001,2,1,112.96454645112735
user_001,2,0,91.99746153179666
user_001,2,1,68.19097988316568
user_001,2,0,76.12017523961103
user_001,2,0,104.86429439269322
user_001,2,0,84.69056787172417
user_001,2,1,81.50905746558217
user_001,3,1,106.68806893581142
user_001,3,1,72.08194158386578
user_001,3,1,59.71587053251995
user_001,3,0,141.708824721476
user_001,3,1,102.55263266017333
user_001,3,1,107.56748116562956
user_001,3,0,89.48543368870247
user_001,3,0,158.59358798361038
user_001,3,1,87.22822669701166
user_001,3,1,93.25782876071574
user_002,1,1,77.89138490477667
user_002,1,0,26.593490891778814
user_002,1,0,48.743253756201874
user_002,1,1,59.81724468980237
user_002,1,1,37.78716690914788
user_002,1,1,43.19137631292689
user_002,1,0,36.265984942343394
user_002,1,1,57.60090207567988
user_002,1,1,58.73514773328161
user_002,1,1,59.80525810150716
user_002,2,0,74.49773279495638
user_002,2,0,75.67282047358832
user_002,2,1,66.03255343545477
user_002,2,1,71.69029385662519
user_002,2,1,54.723546833523464
user_002,2,1,89.46424615520571
user_002,2,0,101.75449665036886
user_002,2,1,76.42110187920149
user_002,2,1,75.76788563549219
user_002,2,1,82.37191761646524
user_002,3,0,161.43533355775037
user_002,3,0,101.78489272689801
user_002,3,1,104.40443353197982
user_002,3,0,224.18299392638906
user_002,3,0,97.48883127426662
user_002,3,0,115.38274194447378
user_002,3,1,113.90054735306968
user_002,3,1,93.78638933961616
user_002,3,1,117.72183668636167
user_002,3,1,68.4871623382065
user_003,1,1,47.16781213818028
user_003,1,1,38.197184472803336
user_003,1,1,56.864149953496195
user_003,1,1,31.47962438030602
user_003,1,1,60.62999091371404
user_003,1,1,23.508908422728723
user_003,1,1,55.72300431866511
user_003,1,1,36.50629446540586
user_003,1,1,41.665661594294164
user_003,1,1,46.48017666523566
user_003,2,0,113.42209128737024
user_003,2,1,51.99200261049769
user_003,2,1,70.49162065920046
user_003,2,0,102.10483761380495
user_003,2,1,71.43441191771193
user_003,2,1,83.31542166954328
user_003,2,0,97.25136362578849
user_003,2,1,59.1347987244444
user_003,2,1,61.10557726000589
user_003,2,0,51.75331851065122
user_003,3,1,133.28493152880517
user_003,3,1,155.69561359877926
user_003,3,1,62.30739066480803
user_003,3,0,100.0455728679431
user_003,3,0,77.1365703426331
user_003,3,1,78.38624735820167
user_003,3,0,110.19574332145501
user_003,3,1,93.89261400234473
user_003,3,1,106.96696148700893
user_003,3,0,154.08379137523457
user_004,1,1,52.803390916989635
user_004,1,0,57.93410273532324
user_004,1,1,64.89888779818746
user_004,1,1,38.986662803555916
user_004,1,1,59.695267145689044
user_004,1,1,40.46162015049001
user_004,1,0,33.246197805988096
user_004,1,1,54.21031137023026
user_004,1,1,34.205806524420844
user_004,1,1,32.07883006273105
