user_id,item_id,topic,correct,response_time
user_000,algebra_003,algebra,0,52.50044218909144
user_000,algebra_012,algebra,0,30.34595521561768
user_000,algebra_019,algebra,0,127.96930031347483
user_000,algebra_002,algebra,0,94.94300812188145
user_000,algebra_025,algebra,1,37.5806994793295
user_000,algebra_021,algebra,1,44.728801353029496
user_000,algebra_001,algebra,1,125.53919961044022
user_000,algebra_026,algebra,1,167.7970182670175
user_000,algebra_000,algebra,1,160.17736757686302
user_000,algebra_006,algebra,0,19.65206446537348
user_000,geometry_046,geometry,1,20.121570317648377
user_000,geometry_044,geometry,1,380.8723748659183
user_000,geometry_035,geometry,1,517.064728452827
user_000,geometry_049,geometry,1,63.88727272003061
user_000,geometry_055,geometry,1,34.854850674604094
user_000,geometry_043,geometry,1,52.76058189322401
user_000,geometry_052,geometry,1,239.82967901429603
user_000,geometry_037,geometry,0,88.42690068205304
user_000,geometry_038,geometry,0,160.9173929315025
user_000,geometry_034,geometry,1,70.94913108998823
user_000,calculus_088,calculus,1,331.3459668530162
user_000,calculus_074,calculus,0,219.93899700842465
user_000,calculus_077,calculus,1,68.38291234430203
user_000,calculus_083,calculus,1,91.06511163883386
user_000,calculus_076,calculus,0,499.48290919107546
user_000,calculus_075,calculus,1,182.9133946965901
user_000,calculus_084,calculus,0,257.04716602082397
user_000,calculus_066,calculus,0,83.06800122254752
user_000,calculus_071,calculus,0,180.390170566973
user_000,calculus_082,calculus,0,308.0741401485507
user_000,statistics_108,statistics,0,387.5082474929619
user_000,statistics_103,statistics,1,138.97775654119235
user_000,statistics_093,statistics,0,108.79002756254904
user_000,statistics_114,statistics,1,120.04167225641557
user_000,statistics_096,statistics,0,77.06026818820705
user_000,statistics_099,statistics,1,474.7637549115216
user_000,statistics_098,statistics,0,188.35761639402136
user_000,statistics_118,statistics,0,150.10939021022335
user_000,statistics_092,statistics,0,175.50364016804085
user_000,statistics_112,statistics,1,79.95476601924595
user_000,trigonometry_120,trigonometry,1,73.69832529666104
user_000,trigonometry_134,trigonometry,1,79.407770181828
user_000,trigonometry_149,trigonometry,1,30.355813209601177
user_000,trigonometry_140,trigonometry,0,135.93924843058912
user_000,trigonometry_138,trigonometry,0,143.9515415229042
user_000,trigonometry_123,trigonometry,1,94.61062810373612
user_000,trigonometry_141,trigonometry,1,57.96646818223333
user_000,trigonometry_130,trigonometry,1,35.50486181146255
user_000,trigonometry_124,trigonometry,0,22.279958093877564
user_000,trigonometry_139,trigonometry,0,137.5939785368731
user_000,microeconomics_170,microeconomics,1,317.0522556594734
user_000,microeconomics_177,microeconomics,1,324.7377801233259
user_000,microeconomics_176,microeconomics,0,86.41927312494337
user_000,microeconomics_175,microeconomics,1,123.06886023293606
user_000,microeconomics_159,microeconomics,0,52.8647067631195
user_000,microeconomics_165,microeconomics,1,40.199264557970615
user_000,microeconomics_179,microeconomics,1,518.2581315877364
user_000,microeconomics_155,microeconomics,1,27.865206408199356
user_000,microeconomics_153,microeconomics,0,70.38039472729002
user_000,microeconomics_167,microeconomics,0,72.22033449337373
user_000,macroeconomics_206,macroeconomics,0,92.90677072385633
user_000,macroeconomics_189,macroeconomics,1,73.48624240790267
user_000,macroeconomics_200,macroeconomics,1,27.808934227455627
user_000,macroeconomics_202,macroeconomics,1,68.77202944583482
user_000,macroeconomics_182,macroeconomics,0,121.52370263885871
user_000,macroeconomics_205,macroeconomics,0,152.82211105476895
user_000,macroeconomics_201,macroeconomics,0,37.592491868297834
user_000,macroeconomics_198,macroeconomics,0,93.91330692051571
user_000,macroeconomics_203,macroeconomics,1,62.6361771056433
user_000,macroeconomics_184,macroeconomics,1,229.7993466024203
user_000,global_economics_214,global_economics,0,91.23399056646575
user_000,global_economics_210,global_economics,0,276.8859357827081
user_000,global_economics_229,global_economics,0,60.68763709475604
user_000,global_economics_225,global_economics,1,336.0128052881723
user_000,global_economics_222,global_economics,1,277.33283624201925
user_000,global_economics_228,global_economics,0,465.1680032467893
user_000,global_economics_231,global_economics,1,419.987506704872
user_000,global_economics_213,global_economics,1,599.547035108437
user_000,global_economics_232,global_economics,0,191.32641420015
user_000,global_economics_230,global_economics,1,186.9241712960761
user_001,algebra_019,algebra,0,51.20158159034073
user_001,algebra_013,algebra,1,62.74045574481398
user_001,algebra_001,algebra,0,352.6847665783601
user_001,algebra_022,algebra,0,52.91697428016982
user_001,algebra_027,algebra,0,12.677335283703659
user_001,algebra_015,algebra,1,16.16258184941123
user_001,algebra_010,algebra,1,33.93814952023678
user_001,algebra_026,algebra,0,104.4086102567934
user_001,algebra_012,algebra,0,66.85429809291878
user_001,algebra_003,algebra,1,68.61878541923551
user_001,geometry_058,geometry,1,78.86822313589413
user_001,geometry_039,geometry,0,12.56574248385376
user_001,geometry_046,geometry,0,12.342629996792505
user_001,geometry_037,geometry,0,93.14462941434203
user_001,geometry_033,geometry,1,35.01611545810789
user_001,geometry_045,geometry,1,68.722264179765
user_001,geometry_047,geometry,0,104.73832316519017
user_001,geometry_054,geometry,0,94.73540310509783
user_001,geometry_056,geometry,0,501.08180561598647
user_001,geometry_032,geometry,0,156.3259412122795
user_001,calculus_082,calculus,0,370.6875402274088
user_001,calculus_070,calculus,0,36.659611054383305
user_001,calculus_072,calculus,0,387.3411089721958
user_001,calculus_075,calculus,1,38.258408152525185
user_001,calculus_084,calculus,0,220.74580319582554
user_001,calculus_066,calculus,0,226.73192908832257
user_001,calculus_074,calculus,0,390.3327588703641
user_001,calculus_067,calculus,0,183.28949857784798
user_001,calculus_085,calculus,0,1074.650757593582
user_001,calculus_087,calculus,0,78.8605831903286
user_001,statistics_100,statistics,1,96.99856621046196
user_001,statistics_092,statistics,0,85.10526721700502
user_001,statistics_112,statistics,0,131.90871634882754
user_001,statistics_107,statistics,0,125.46934868669635
user_001,statistics_118,statistics,0,102.66501858270188
user_001,statistics_096,statistics,0,53.56195953875395
user_001,statistics_115,statistics,0,59.87241596203464
user_001,statistics_110,statistics,0,120.61084618169355
user_001,statistics_104,statistics,0,183.39745476368526
user_001,statistics_095,statistics,1,23.446086142310197
user_001,trigonometry_144,trigonometry,0,55.40173444928079
user_001,trigonometry_120,trigonometry,0,116.91052094682243
user_001,trigonometry_132,trigonometry,1,23.500360218515553
user_001,trigonometry_135,trigonometry,1,77.90603194952254
user_001,trigonometry_126,trigonometry,0,36.63219503645978
user_001,trigonometry_147,trigonometry,0,30.203377403281824
user_001,trigonometry_137,trigonometry,1,19.09841089903234
user_001,trigonometry_123,trigonometry,0,61.19834961165041
user_001,trigonometry_149,trigonometry,0,52.74424381724258
user_001,trigonometry_134,trigonometry,0,28.653301084157846
user_001,microeconomics_163,microeconomics,1,317.9260682396395
user_001,microeconomics_158,microeconomics,1,134.08573795378413
user_001,microeconomics_152,microeconomics,0,9.194086599034748
user_001,microeconomics_151,microeconomics,1,144.59916679203474
user_001,microeconomics_154,microeconomics,0,111.25736456095795
user_001,microeconomics_176,microeconomics,1,123.47926577624426
user_001,microeconomics_150,microeconomics,0,302.15690776694686
user_001,microeconomics_164,microeconomics,0,179.49923911896582
user_001,microeconomics_168,microeconomics,0,64.47800928037398
user_001,microeconomics_155,microeconomics,1,103.27186911831899
user_001,macroeconomics_203,macroeconomics,1,115.28921607110483
user_001,macroeconomics_183,macroeconomics,0,188.6993146194484
user_001,macroeconomics_185,macroeconomics,1,110.15840345181283
user_001,macroeconomics_197,macroeconomics,1,122.01451078024832
user_001,macroeconomics_192,macroeconomics,0,43.93673426613139
user_001,macroeconomics_198,macroeconomics,1,264.1002088075081
user_001,macroeconomics_201,macroeconomics,0,18.870081136148915
user_001,macroeconomics_187,macroeconomics,0,239.05025653344293
user_001,macroeconomics_204,macroeconomics,0,115.4871614346391
user_001,macroeconomics_193,macroeconomics,0,158.8284835957429
user_001,global_economics_220,global_economics,0,75.82268307530573
user_001,global_economics_218,global_economics,0,124.53738079188913
user_001,global_economics_225,global_economics,0,201.50112540949755
user_001,global_economics_238,global_economics,0,480.0875177025367
user_001,global_economics_210,global_economics,0,133.6499619705344
user_001,global_economics_224,global_economics,0,177.7227760641472
user_001,global_economics_230,global_economics,0,51.597923406135614
user_001,global_economics_214,global_economics,1,57.59244692281276
user_001,global_economics_222,global_economics,1,123.01456341170702
user_001,global_economics_219,global_economics,0,87.48061035394981
user_002,algebra_020,algebra,1,113.2664658028216
user_002,algebra_028,algebra,1,43.99989419728136
user_002,algebra_012,algebra,1,37.181997412774884
user_002,algebra_006,algebra,0,53.76998136611296
user_002,algebra_007,algebra,1,68.13872589640263
user_002,algebra_018,algebra,1,56.24074891612875
user_002,algebra_013,algebra,1,57.35882764439232
user_002,algebra_029,algebra,0,113.88841704199002
user_002,algebra_015,algebra,0,58.44086279354057
user_002,algebra_016,algebra,0,35.34805940070202
user_002,geometry_051,geometry,0,93.40648467416742
user_002,geometry_047,geometry,0,164.6920914214628
user_002,geometry_056,geometry,1,349.0671506043569
user_002,geometry_030,geometry,0,61.348486990712516
user_002,geometry_046,geometry,1,46.153604507664205
user_002,geometry_052,geometry,0,357.05645458257976
user_002,geometry_038,geometry,1,111.54043869489348
user_002,geometry_034,geometry,1,64.39545121872986
user_002,geometry_039,geometry,0,19.093902098905296
user_002,geometry_032,geometry,1,196.46885352569487
user_002,calculus_067,calculus,0,412.3405839060601
user_002,calculus_079,calculus,1,160.94636864729773
user_002,calculus_062,calculus,1,191.7294604434712
user_002,calculus_078,calculus,0,392.691784152274
user_002,calculus_063,calculus,1,177.14669484380804
user_002,calculus_076,calculus,0,140.6986613902506
user_002,calculus_068,calculus,0,303.62503673825785
user_002,calculus_070,calculus,0,415.75396885637247
user_002,calculus_071,calculus,0,300.2852113888575
user_002,calculus_089,calculus,1,130.12291448557903
user_002,statistics_095,statistics,1,32.34892439706378
user_002,statistics_114,statistics,1,139.86337452629152
user_002,statistics_093,statistics,0,72.77074379520529
user_002,statistics_099,statistics,1,853.4685418793225
user_002,statistics_109,statistics,0,67.02702030311437
user_002,statistics_103,statistics,1,101.613575931197
user_002,statistics_092,statistics,0,141.89773157415414
user_002,statistics_107,statistics,0,303.8692700216138
user_002,statistics_098,statistics,0,252.09695012312844
user_002,statistics_116,statistics,0,135.94091798986912
user_002,trigonometry_144,trigonometry,1,72.44710764094434
user_002,trigonometry_136,trigonometry,1,119.19284607604537
user_002,trigonometry_124,trigonometry,1,103.63326633258683
user_002,trigonometry_139,trigonometry,1,192.68123147384574
user_002,trigonometry_146,trigonometry,1,76.96057738416009
user_002,trigonometry_145,trigonometry,0,76.51929369789347
user_002,trigonometry_125,trigonometry,0,30.89716611044847
user_002,trigonometry_122,trigonometry,1,142.9993701226707
user_002,trigonometry_133,trigonometry,1,75.61738334996402
user_002,trigonometry_148,trigonometry,0,176.26418803447982
user_002,microeconomics_163,microeconomics,0,400.97389985595396
user_002,microeconomics_174,microeconomics,1,137.7431157874519
user_002,microeconomics_159,microeconomics,1,205.5580811115355
user_002,microeconomics_153,microeconomics,0,90.73228766514836
user_002,microeconomics_166,microeconomics,1,140.52090292553336
user_002,microeconomics_165,microeconomics,1,51.594973156428814
user_002,microeconomics_177,microeconomics,1,195.21490833797913
user_002,microeconomics_171,microeconomics,0,205.6632362715
user_002,microeconomics_173,microeconomics,1,61.733512144125925
user_002,microeconomics_158,microeconomics,1,55.4155863045031
user_002,macroeconomics_190,macroeconomics,1,213.5469781540898
user_002,macroeconomics_193,macroeconomics,1,206.93762139625193
user_002,macroeconomics_200,macroeconomics,0,78.30538845410844
user_002,macroeconomics_181,macroeconomics,1,583.9744400152739
user_002,macroeconomics_195,macroeconomics,1,54.221663373122766
user_002,macroeconomics_204,macroeconomics,1,201.21133724964795
user_002,macroeconomics_197,macroeconomics,0,177.5893659271701
user_002,macroeconomics_196,macroeconomics,1,365.5488074747174
user_002,macroeconomics_180,macroeconomics,1,544.8383946766445
user_002,macroeconomics_192,macroeconomics,0,232.77816030522115
user_002,global_economics_232,global_economics,0,667.8632896940513
user_002,global_economics_217,global_economics,1,757.1931438427526
user_002,global_economics_212,global_economics,0,605.6299531763585
user_002,global_economics_223,global_economics,1,186.88963273377917
user_002,global_economics_211,global_economics,0,55.16815988414882
user_002,global_economics_219,global_economics,0,167.21007335739287
user_002,global_economics_228,global_economics,0,227.90388897222545
user_002,global_economics_233,global_economics,0,298.0588527218871
user_002,global_economics_214,global_economics,0,78.58564744754916
user_002,global_economics_218,global_economics,0,153.6897804043163
user_003,algebra_027,algebra,1,30.379777308061545
user_003,algebra_014,algebra,1,120.06635953442408
user_003,algebra_022,algebra,1,125.74326259469241
user_003,algebra_004,algebra,1,54.07233143186876
user_003,algebra_000,algebra,1,228.7627237586427
user_003,algebra_026,algebra,1,126.46405284976485
user_003,algebra_016,algebra,0,29.64667016966692
user_003,algebra_001,algebra,1,177.74671187625407
user_003,algebra_010,algebra,1,47.60911579065196
user_003,algebra_007,algebra,1,61.730411129395954
user_003,geometry_033,geometry,1,110.79191189230309
user_003,geometry_052,geometry,1,264.19624657083284
user_003,geometry_032,geometry,1,79.14296661901153
user_003,geometry_054,geometry,1,54.58291556925735
user_003,geometry_057,geometry,1,238.19377496533994
user_003,geometry_042,geometry,1,196.31300733175945
user_003,geometry_049,geometry,1,95.01874871828844
user_003,geometry_037,geometry,1,240.6235062839444
user_003,geometry_045,geometry,1,299.2480666132539
user_003,geometry_044,geometry,0,443.2285239199135
user_003,calculus_073,calculus,0,299.67920519250424
user_003,calculus_089,calculus,1,157.82081383448485
user_003,calculus_074,calculus,0,684.3888795240977
user_003,calculus_081,calculus,1,226.35800565440985
user_003,calculus_078,calculus,0,559.8051646769353
user_003,calculus_087,calculus,0,171.31046411777095
user_003,calculus_068,calculus,1,337.6507257501372
user_003,calculus_063,calculus,0,284.2931816095299
user_003,calculus_072,calculus,1,333.8606872812648
user_003,calculus_088,calculus,1,130.2990750116309
user_003,statistics_106,statistics,1,79.8792084287609
user_003,statistics_113,statistics,1,330.82000489251635
user_003,statistics_116,statistics,0,77.62490857933352
user_003,statistics_118,statistics,1,343.1312217852349
user_003,statistics_109,statistics,0,108.19130436341513
user_003,statistics_097,statistics,1,849.6424017595023
user_003,statistics_107,statistics,1,251.78684149464937
user_003,statistics_119,statistics,1,125.86742379745223
user_003,statistics_092,statistics,0,141.1497502880588
user_003,statistics_117,statistics,0,232.03299821309602
user_003,trigonometry_145,trigonometry,1,98.89415685916745
user_003,trigonometry_143,trigonometry,1,72.0608161074473
user_003,trigonometry_132,trigonometry,1,38.26863273192718
