user_id,item_id,correct,response_time
user_000,item_061,0,57.36220300165512
user_000,item_092,0,37.76700466101636
user_000,item_097,1,123.00574678949584
user_000,item_091,1,91.75079833364767
user_000,item_041,1,48.74563709484045
user_000,item_083,0,43.92926810217851
user_000,item_006,1,182.78822498311632
user_000,item_052,1,78.41696024327015
user_000,item_001,0,18.60617556156201
user_000,item_085,0,167.72984771102108
user_000,item_094,0,73.01036466126808
user_000,item_050,1,111.34780313610858
user_000,item_003,0,55.36908359488112
user_000,item_014,1,54.28927042662239
user_000,item_042,0,64.15561596958565
user_000,item_077,0,32.11547549763981
user_000,item_038,1,53.12729552859603
user_000,item_019,0,42.137290001168346
user_000,item_008,1,105.88157635515158
user_000,item_013,1,59.72452483408165
user_000,item_039,1,32.412292158122355
user_000,item_018,0,142.6571906129328
user_000,item_089,1,34.988017920316494
user_000,item_064,1,28.693243777951302
user_000,item_043,0,22.058499835683055
user_000,item_093,1,13.049483120336241
user_000,item_051,1,29.914992931265378
user_000,item_022,0,114.9754164797017
user_000,item_037,1,48.40102075404583
user_000,item_099,1,14.068207332135351
user_001,item_061,0,81.60891733617852
user_001,item_096,0,144.40019380248282
user_001,item_075,1,247.82052351356435
user_001,item_095,1,25.039694632620964
user_001,item_057,1,17.96933159344678
user_001,item_059,0,87.68610003052682
user_001,item_026,0,484.08704522438376
user_001,item_086,1,27.11345818114207
user_001,item_071,1,15.888344359543224
user_001,item_089,1,70.22401243465545
user_001,item_070,0,14.474726458748048
user_001,item_053,0,369.49661777230097
user_001,item_029,1,79.14389798578043
user_001,item_068,1,47.48469531781555
user_001,item_011,1,135.26244727298712
user_001,item_034,0,122.54315150788265
user_001,item_092,1,53.16626042854043
user_001,item_031,1,55.337361120290005
user_001,item_028,1,85.41839207805761
user_001,item_004,0,121.60954724152863
user_001,item_094,0,58.97110748257516
user_001,item_054,0,105.27249624427077
user_001,item_066,0,57.415131688628364
user_001,item_067,0,14.466297679654655
user_001,item_008,0,165.47859838507313
user_001,item_030,0,185.43413769809794
user_001,item_023,1,171.13447032742042
user_001,item_010,0,61.49299630600765
user_001,item_081,1,57.06616699841686
user_001,item_015,1,59.29996582614528
user_002,item_068,1,88.90088426126376
user_002,item_015,0,45.621375926318386
user_002,item_070,1,36.60764696599536
user_002,item_090,0,89.88122941170352
user_002,item_038,1,197.82608778074922
user_002,item_047,1,477.6402798706556
user_002,item_066,1,65.0582191961564
user_002,item_016,1,75.18208719168183
user_002,item_023,1,158.35882238554592
user_002,item_031,1,48.053253002666985
user_002,item_058,0,176.52866310159837
user_002,item_060,1,69.60859041348313
user_002,item_002,1,52.398100691351644
user_002,item_006,1,121.66773713483941
user_002,item_053,0,101.20253820989548
user_002,item_074,1,33.95846008554088
user_002,item_041,1,69.53292823539536
user_002,item_036,1,265.614097546619
user_002,item_020,1,530.0995212312856
user_002,item_088,1,352.63816091595874
user_002,item_033,0,54.513088741719294
user_002,item_000,1,101.17552579879121
user_002,item_076,1,100.51024680351759
user_002,item_057,0,70.63664000527497
user_002,item_029,1,154.99991676265503
user_002,item_040,1,44.5611139928298
user_002,item_034,1,232.7586820298211
user_002,item_013,1,50.13924665298781
user_002,item_018,1,109.47334721216602
user_002,item_021,0,159.72396521279865
user_003,item_012,1,44.99054686709093
user_003,item_002,0,77.77341076212151
user_003,item_063,1,33.571689910888416
user_003,item_075,1,139.89818691881732
user_003,item_014,0,33.20696819796559
